"","origin","host_class","host_order","host_family","host_genus","host_species","virus_family","virus_genus"
"1092","HP3","Mammalia","Rodentia","Muridae","Madromys","Madromys blanfordi",NA,"Flavivirus"
"1093","HP3","Mammalia","Rodentia","Sciuridae","Marmota","Marmota flaviventris",NA,"Flavivirus"
"1094","HP3","Mammalia","Rodentia","Sciuridae","Marmota","Marmota monax",NA,"Flavivirus"
"1095","HP3","Mammalia","Rodentia","Muridae","Mastomys","Mastomys erythroleucus",NA,"Flavivirus"
"1096","HP3","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis",NA,"Flavivirus"
"1097","HP3","Mammalia","Carnivora","Mephitidae","Mephitis","Mephitis mephitis",NA,"Flavivirus"
"1098","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus agrestis",NA,"Flavivirus"
"1099","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus arvalis",NA,"Flavivirus"
"1100","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus californicus",NA,"Flavivirus"
"1101","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus gregalis",NA,"Flavivirus"
"1102","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus oeconomus",NA,"Flavivirus"
"1103","HP3","Mammalia","Chiroptera","Phyllostomidae","Mimon","Mimon crenulatum",NA,"Flavivirus"
"1104","HP3","Mammalia","Chiroptera","Miniopteridae","Miniopterus","Miniopterus schreibersii",NA,"Flavivirus"
"1105","HP3","Mammalia","Chiroptera","Molossidae","Molossus","Molossus molossus",NA,"Flavivirus"
"1106","HP3","Mammalia","Chiroptera","Molossidae","Molossus","Molossus rufus",NA,"Flavivirus"
"1107","HP3","Mammalia","Chiroptera","Mormoopidae","Mormoops","Mormoops megalophylla",NA,"Flavivirus"
"1108","HP3","Mammalia","Chiroptera","Vespertilionidae","Murina","Murina aurata",NA,"Flavivirus"
"1109","HP3","Mammalia","Chiroptera","Vespertilionidae","Murina","Murina leucogaster",NA,"Flavivirus"
"1110","HP3","Mammalia","Rodentia","Muridae","Mus","Mus booduga",NA,"Flavivirus"
"1111","HP3","Mammalia","Rodentia","Muridae","Mus","Mus musculus",NA,"Flavivirus"
"1112","HP3","Mammalia","Rodentia","Cricetidae","Myodes","Myodes glareolus",NA,"Flavivirus"
"1113","HP3","Mammalia","Rodentia","Cricetidae","Myodes","Myodes rutilus",NA,"Flavivirus"
"1114","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis lucifugus",NA,"Flavivirus"
"1115","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis macrodactylus",NA,"Flavivirus"
"1116","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis mystacinus",NA,"Flavivirus"
"1117","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis nigricans",NA,"Flavivirus"
"1118","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis septentrionalis",NA,"Flavivirus"
"1119","HP3","Mammalia","Chiroptera","Natalidae","Natalus","Natalus stramineus",NA,"Flavivirus"
"1120","HP3","Mammalia","Chiroptera","Natalidae","Natalus","Natalus tumidirostris",NA,"Flavivirus"
"1121","HP3","Mammalia","Rodentia","Cricetidae","Neotoma","Neotoma fuscipes",NA,"Flavivirus"
"1122","HP3","Mammalia","Chiroptera","Nycteridae","Nycteris","Nycteris gambiensis",NA,"Flavivirus"
"1123","HP3","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus",NA,"Flavivirus"
"1124","HP3","Mammalia","Rodentia","Cricetidae","Oligoryzomys","Oligoryzomys nigripes",NA,"Flavivirus"
"1125","HP3","Mammalia","Rodentia","Cricetidae","Ondatra","Ondatra zibethicus",NA,"Flavivirus"
"1126","HP3","Mammalia","Rodentia","Cricetidae","Onychomys","Onychomys torridus",NA,"Flavivirus"
"1127","HP3","Mammalia","Cetacea","Delphinidae","Orcinus","Orcinus orca",NA,"Flavivirus"
"1128","HP3","Mammalia","Rodentia","Cricetidae","Oryzomys","Oryzomys palustris",NA,"Flavivirus"
"1129","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries",NA,"Flavivirus"
"1130","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio anubis",NA,"Flavivirus"
"1131","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio papio",NA,"Flavivirus"
"1132","HP3","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus gossypinus",NA,"Flavivirus"
"1133","HP3","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus leucopus",NA,"Flavivirus"
"1134","HP3","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus maniculatus",NA,"Flavivirus"
"1135","HP3","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus truei",NA,"Flavivirus"
"1136","HP3","Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","Phyllostomus discolor",NA,"Flavivirus"
"1137","HP3","Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","Phyllostomus hastatus",NA,"Flavivirus"
"1138","HP3","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus abramus",NA,"Flavivirus"
"1139","HP3","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",NA,"Flavivirus"
"1140","HP3","Mammalia","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus helleri",NA,"Flavivirus"
"1141","HP3","Mammalia","Chiroptera","Vespertilionidae","Plecotus","Plecotus auritus",NA,"Flavivirus"
"1142","HP3","Mammalia","Primates","Hominidae","Pongo","Pongo pygmaeus",NA,"Flavivirus"
"1143","HP3","Mammalia","Rodentia","Muridae","Praomys","Praomys jacksoni",NA,"Flavivirus"
"1144","HP3","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor",NA,"Flavivirus"
"1145","HP3","Mammalia","Rodentia","Echimyidae","Proechimys","Proechimys guyannensis",NA,"Flavivirus"
"1146","HP3","Mammalia","Rodentia","Echimyidae","Proechimys","Proechimys semispinosus",NA,"Flavivirus"
"1147","HP3","Mammalia","Chiroptera","Mormoopidae","Pteronotus","Pteronotus davyi",NA,"Flavivirus"
"1148","HP3","Mammalia","Chiroptera","Mormoopidae","Pteronotus","Pteronotus parnellii",NA,"Flavivirus"
"1149","HP3","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",NA,"Flavivirus"
"1150","HP3","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus scapulatus",NA,"Flavivirus"
"1151","HP3","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus vampyrus",NA,"Flavivirus"
"1152","HP3","Mammalia","Artiodactyla","Cervidae","Rangifer","Rangifer tarandus",NA,"Flavivirus"
"1153","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus norvegicus",NA,"Flavivirus"
"1154","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus",NA,"Flavivirus"
"1155","HP3","Mammalia","Rodentia","Cricetidae","Reithrodontomys","Reithrodontomys megalotis",NA,"Flavivirus"
"1156","HP3","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus ferrumequinum",NA,"Flavivirus"
"1157","HP3","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus",NA,"Flavivirus"
"1158","HP3","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus rouxii",NA,"Flavivirus"
"1159","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus aegyptiacus",NA,"Flavivirus"
"1160","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus leschenaultii",NA,"Flavivirus"
"1161","HP3","Mammalia","Primates","Callitrichidae","Saguinus","Saguinus geoffroyi",NA,"Flavivirus"
"1162","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus carolinensis",NA,"Flavivirus"
"1163","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus niger",NA,"Flavivirus"
"1164","HP3","Mammalia","Chiroptera","Vespertilionidae","Scotophilus","Scotophilus kuhlii",NA,"Flavivirus"
"1165","HP3","Mammalia","Chiroptera","Vespertilionidae","Scotophilus","Scotophilus nigrita",NA,"Flavivirus"
"1166","HP3","Mammalia","Primates","Cercopithecidae","Semnopithecus","Semnopithecus entellus",NA,"Flavivirus"
"1167","HP3","Mammalia","Rodentia","Cricetidae","Sigmodon","Sigmodon hispidus",NA,"Flavivirus"
"1168","HP3","Mammalia","Rodentia","Sciuridae","Otospermophilus","Spermophilus beecheyi",NA,"Flavivirus"
"1169","HP3","Mammalia","Chiroptera","Phyllostomidae","Sturnira","Sturnira lilium",NA,"Flavivirus"
"1170","HP3","Mammalia","Chiroptera","Phyllostomidae","Sturnira","Sturnira tildae",NA,"Flavivirus"
"1171","HP3","Mammalia","Soricomorpha","Soricidae","Suncus","Suncus murinus",NA,"Flavivirus"
"1172","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Flavivirus"
"1173","HP3","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus audubonii",NA,"Flavivirus"
"1174","HP3","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus nuttallii",NA,"Flavivirus"
"1175","HP3","Mammalia","Chiroptera","Molossidae","Tadarida","Tadarida brasiliensis",NA,"Flavivirus"
"1176","HP3","Mammalia","Pilosa","Myrmecophagidae","Tamandua","Tamandua tetradactyla",NA,"Flavivirus"
"1177","HP3","Mammalia","Rodentia","Sciuridae","Tamias","Tamias striatus",NA,"Flavivirus"
"1178","HP3","Mammalia","Rodentia","Sciuridae","Tamiasciurus","Tamiasciurus hudsonicus",NA,"Flavivirus"
"1179","HP3","Mammalia","Chiroptera","Emballonuridae","Taphozous","Taphozous melanopogon",NA,"Flavivirus"
"1180","HP3","Mammalia","Chiroptera","Emballonuridae","Taphozous","Taphozous perforatus",NA,"Flavivirus"
"1181","HP3","Mammalia","Rodentia","Muridae","Tatera","Tatera indica",NA,"Flavivirus"
"1182","HP3","Mammalia","Rodentia","Geomyidae","Thomomys","Thomomys talpoides",NA,"Flavivirus"
"1183","HP3","Mammalia","Cingulata","Dasypodidae","Tolypeutes","Tolypeutes matacus",NA,"Flavivirus"
"1184","HP3","Mammalia","Primates","Cercopithecidae","Trachypithecus","Trachypithecus francoisi",NA,"Flavivirus"
"1185","HP3","Mammalia","Chiroptera","Phyllostomidae","Uroderma","Uroderma bilobatum",NA,"Flavivirus"
"1186","HP3","Mammalia","Rodentia","Muridae","Vandeleuria","Vandeleuria oleracea",NA,"Flavivirus"
"1187","HP3","Mammalia","Chiroptera","Vespertilionidae","Vespadelus","Vespadelus pumilus",NA,"Flavivirus"
"1188","HP3","Mammalia","Chiroptera","Vespertilionidae","Vespertilio","Vespertilio sinensis",NA,"Flavivirus"
"1189","HP3","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes",NA,"Flavivirus"
"1190","HP3","Mammalia","Primates","Aotidae","Aotus","Aotus trivirgatus",NA,"Hepacivirus"
"1191","HP3","Mammalia","Primates","Callitrichidae","Saguinus","Saguinus labiatus",NA,"Hepacivirus"
"1192","HP3","Mammalia","Primates","Aotidae","Aotus","Aotus trivirgatus",NA,"Hepatovirus"
"1193","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca fascicularis",NA,"Hepatovirus"
"1194","HP3","Mammalia","Primates","Hominidae","Pan","Pan troglodytes",NA,"Hepatovirus"
"1195","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio ursinus",NA,"Hepatovirus"
"1196","HP3","Mammalia","Primates","Hominidae","Pongo","Pongo pygmaeus",NA,"Hepatovirus"
"1197","HP3","Mammalia","Rodentia","Caviidae","Cavia","Cavia porcellus",NA,"Ictalurivirus"
"1198","HP3","Mammalia","Rodentia","Cricetidae","Mesocricetus","Mesocricetus auratus",NA,"Ictalurivirus"
"1199","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus pennsylvanicus",NA,"Ictalurivirus"
"1200","HP3","Mammalia","Rodentia","Muridae","Mus","Mus musculus",NA,"Ictalurivirus"
"1201","HP3","Mammalia","Rodentia","Sciuridae","Spermophilus","Spermophilus citellus",NA,"Ictalurivirus"
"1202","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus sylvaticus",NA,"Lagovirus"
"1203","HP3","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus europaeus",NA,"Lagovirus"
"1204","HP3","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus timidus",NA,"Lagovirus"
"1205","HP3","Mammalia","Rodentia","Muridae","Mus","Mus spretus",NA,"Lagovirus"
"1206","HP3","Mammalia","Lagomorpha","Leporidae","Oryctolagus","Oryctolagus cuniculus",NA,"Lagovirus"
"1207","HP3","Mammalia","Carnivora","Felidae","Acinonyx","Acinonyx jubatus",NA,"Lyssavirus"
"1208","HP3","Mammalia","Chiroptera","Vespertilionidae","Antrozous","Antrozous pallidus",NA,"Lyssavirus"
"1209","HP3","Mammalia","Chiroptera","Phyllostomidae","Dermanura","Artibeus cinereus",NA,"Lyssavirus"
"1210","HP3","Mammalia","Chiroptera","Phyllostomidae","Artibeus","Artibeus fimbriatus",NA,"Lyssavirus"
"1211","HP3","Mammalia","Chiroptera","Phyllostomidae","Artibeus","Artibeus jamaicensis",NA,"Lyssavirus"
"1212","HP3","Mammalia","Chiroptera","Phyllostomidae","Artibeus","Artibeus lituratus",NA,"Lyssavirus"
"1213","HP3","Mammalia","Chiroptera","Phyllostomidae","Dermanura","Artibeus phaeotis",NA,"Lyssavirus"
"1214","HP3","Mammalia","Carnivora","Herpestidae","Atilax","Atilax paludinosus",NA,"Lyssavirus"
"1215","HP3","Mammalia","Chiroptera","Vespertilionidae","Barbastella","Barbastella barbastellus",NA,"Lyssavirus"
"1216","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Lyssavirus"
"1217","HP3","Mammalia","Carnivora","Canidae","Canis","Canis adustus",NA,"Lyssavirus"
"1218","HP3","Mammalia","Carnivora","Canidae","Canis","Canis latrans",NA,"Lyssavirus"
"1219","HP3","Mammalia","Carnivora","Canidae","Canis","Canis lupus",NA,"Lyssavirus"
"1220","HP3","Mammalia","Carnivora","Canidae","Canis","Canis mesomelas",NA,"Lyssavirus"
"1221","HP3","Mammalia","Carnivora","Canidae","Canis","Canis simensis",NA,"Lyssavirus"
"1222","HP3","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus",NA,"Lyssavirus"
"1223","HP3","Mammalia","Chiroptera","Phyllostomidae","Carollia","Carollia perspicillata",NA,"Lyssavirus"
"1224","HP3","Mammalia","Chiroptera","Phyllostomidae","Chrotopterus","Chrotopterus auritus",NA,"Lyssavirus"
"1225","HP3","Mammalia","Carnivora","Canidae","Chrysocyon","Chrysocyon brachyurus",NA,"Lyssavirus"
"1226","HP3","Mammalia","Chiroptera","Vespertilionidae","Corynorhinus","Corynorhinus townsendii",NA,"Lyssavirus"
"1227","HP3","Mammalia","Carnivora","Hyaenidae","Crocuta","Crocuta crocuta",NA,"Lyssavirus"
"1228","HP3","Mammalia","Carnivora","Herpestidae","Cynictis","Cynictis penicillata",NA,"Lyssavirus"
"1229","HP3","Mammalia","Chiroptera","Molossidae","Cynomops","Cynomops abrasus",NA,"Lyssavirus"
"1230","HP3","Mammalia","Chiroptera","Molossidae","Cynomops","Cynomops planirostris",NA,"Lyssavirus"
"1231","HP3","Mammalia","Chiroptera","Pteropodidae","Cynopterus","Cynopterus brachyotis",NA,"Lyssavirus"
"1232","HP3","Mammalia","Chiroptera","Pteropodidae","Cynopterus","Cynopterus sphinx",NA,"Lyssavirus"
"1233","HP3","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus",NA,"Lyssavirus"
"1234","HP3","Mammalia","Chiroptera","Phyllostomidae","Diaemus","Diaemus youngi",NA,"Lyssavirus"
"1235","HP3","Mammalia","Chiroptera","Emballonuridae","Diclidurus","Diclidurus albus",NA,"Lyssavirus"
"1236","HP3","Mammalia","Chiroptera","Phyllostomidae","Diphylla","Diphylla ecaudata",NA,"Lyssavirus"
"1237","HP3","Mammalia","Chiroptera","Pteropodidae","Eidolon","Eidolon helvum",NA,"Lyssavirus"
"1238","HP3","Mammalia","Proboscidea","Elephantidae","Elephas","Elephas maximus",NA,"Lyssavirus"
"1239","HP3","Mammalia","Chiroptera","Pteropodidae","Eonycteris","Eonycteris spelaea",NA,"Lyssavirus"
"1240","HP3","Mammalia","Chiroptera","Pteropodidae","Epomophorus","Epomophorus gambianus",NA,"Lyssavirus"
"1241","HP3","Mammalia","Chiroptera","Pteropodidae","Epomophorus","Epomophorus wahlbergi",NA,"Lyssavirus"
"1242","HP3","Mammalia","Chiroptera","Pteropodidae","Epomops","Epomops dobsonii",NA,"Lyssavirus"
"1243","HP3","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","Eptesicus brasiliensis",NA,"Lyssavirus"
"1244","HP3","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","Eptesicus diminutus",NA,"Lyssavirus"
"1245","HP3","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","Eptesicus furinalis",NA,"Lyssavirus"
"1246","HP3","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","Eptesicus fuscus",NA,"Lyssavirus"
"1247","HP3","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","Eptesicus serotinus",NA,"Lyssavirus"
"1248","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus asinus",NA,"Lyssavirus"
"1249","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus",NA,"Lyssavirus"
"1250","HP3","Mammalia","Rodentia","Erethizontidae","Erethizon","Erethizon dorsatum",NA,"Lyssavirus"
"1251","HP3","Mammalia","Chiroptera","Vespertilionidae","Euderma","Euderma maculatum",NA,"Lyssavirus"
"1252","HP3","Mammalia","Chiroptera","Molossidae","Eumops","Eumops auripendulus",NA,"Lyssavirus"
"1253","HP3","Mammalia","Chiroptera","Molossidae","Eumops","Eumops glaucinus",NA,"Lyssavirus"
"1254","HP3","Mammalia","Chiroptera","Molossidae","Eumops","Eumops patagonicus",NA,"Lyssavirus"
"1255","HP3","Mammalia","Chiroptera","Molossidae","Eumops","Eumops perotis",NA,"Lyssavirus"
"1256","HP3","Mammalia","Carnivora","Felidae","Felis","Felis catus",NA,"Lyssavirus"
"1257","HP3","Mammalia","Carnivora","Felidae","Felis","Felis nigripes",NA,"Lyssavirus"
"1258","HP3","Mammalia","Carnivora","Felidae","Felis","Felis silvestris",NA,"Lyssavirus"
"1259","HP3","Mammalia","Carnivora","Herpestidae","Galerella","Galerella sanguinea",NA,"Lyssavirus"
"1260","HP3","Mammalia","Carnivora","Viverridae","Genetta","Genetta genetta",NA,"Lyssavirus"
"1261","HP3","Mammalia","Rodentia","Sciuridae","Glaucomys","Glaucomys volans",NA,"Lyssavirus"
"1262","HP3","Mammalia","Chiroptera","Phyllostomidae","Glossophaga","Glossophaga longirostris",NA,"Lyssavirus"
"1263","HP3","Mammalia","Chiroptera","Phyllostomidae","Glossophaga","Glossophaga morenoi",NA,"Lyssavirus"
"1264","HP3","Mammalia","Chiroptera","Phyllostomidae","Glossophaga","Glossophaga soricina",NA,"Lyssavirus"
"1265","HP3","Mammalia","Chiroptera","Vespertilionidae","Histiotus","Histiotus montanus",NA,"Lyssavirus"
"1266","HP3","Mammalia","Chiroptera","Vespertilionidae","Histiotus","Histiotus velatus",NA,"Lyssavirus"
"1267","HP3","Mammalia","Rodentia","Caviidae","Hydrochoerus","Hydrochoerus hydrochaeris",NA,"Lyssavirus"
"1268","HP3","Mammalia","Carnivora","Herpestidae","Ichneumia","Ichneumia albicauda",NA,"Lyssavirus"
"1269","HP3","Mammalia","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans",NA,"Lyssavirus"
"1270","HP3","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus blossevillii",NA,"Lyssavirus"
"1271","HP3","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus borealis",NA,"Lyssavirus"
"1272","HP3","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus cinereus",NA,"Lyssavirus"
"1273","HP3","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus ega",NA,"Lyssavirus"
"1274","HP3","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus egregius",NA,"Lyssavirus"
"1275","HP3","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus intermedius",NA,"Lyssavirus"
"1276","HP3","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus seminolus",NA,"Lyssavirus"
"1277","HP3","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus xanthinus",NA,"Lyssavirus"
"1278","HP3","Mammalia","Chiroptera","Phyllostomidae","Leptonycteris","Leptonycteris curasoae",NA,"Lyssavirus"
"1279","HP3","Mammalia","Chiroptera","Phyllostomidae","Leptonycteris","Leptonycteris nivalis",NA,"Lyssavirus"
"1280","HP3","Mammalia","Carnivora","Mustelidae","Lontra","Lontra canadensis",NA,"Lyssavirus"
"1281","HP3","Mammalia","Rodentia","Muridae","Lophuromys","Lophuromys sikapusi",NA,"Lyssavirus"
"1282","HP3","Mammalia","Carnivora","Canidae","Lycalopex","Lycalopex vetulus",NA,"Lyssavirus"
"1283","HP3","Mammalia","Carnivora","Canidae","Lycaon","Lycaon pictus",NA,"Lyssavirus"
"1284","HP3","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus",NA,"Lyssavirus"
"1285","HP3","Mammalia","Chiroptera","Phyllostomidae","Macrotus","Macrotus californicus",NA,"Lyssavirus"
"1286","HP3","Mammalia","Rodentia","Sciuridae","Marmota","Marmota monax",NA,"Lyssavirus"
"1287","HP3","Mammalia","Carnivora","Mustelidae","Martes","Martes foina",NA,"Lyssavirus"
"1288","HP3","Mammalia","Carnivora","Mustelidae","Martes","Martes pennanti",NA,"Lyssavirus"
"1289","HP3","Mammalia","Carnivora","Mustelidae","Mellivora","Mellivora capensis",NA,"Lyssavirus"
"1290","HP3","Mammalia","Carnivora","Mephitidae","Mephitis","Mephitis mephitis",NA,"Lyssavirus"
"1291","HP3","Mammalia","Chiroptera","Phyllostomidae","Micronycteris","Micronycteris megalotis",NA,"Lyssavirus"
"1292","HP3","Mammalia","Chiroptera","Pteropodidae","Micropteropus","Micropteropus pusillus",NA,"Lyssavirus"
"1293","HP3","Mammalia","Chiroptera","Miniopteridae","Miniopterus","Miniopterus schreibersii",NA,"Lyssavirus"
"1294","HP3","Mammalia","Chiroptera","Molossidae","Molossops","Molossops neglectus",NA,"Lyssavirus"
"1295","HP3","Mammalia","Chiroptera","Molossidae","Molossus","Molossus molossus",NA,"Lyssavirus"
"1296","HP3","Mammalia","Chiroptera","Molossidae","Molossus","Molossus rufus",NA,"Lyssavirus"
"1297","HP3","Mammalia","Chiroptera","Mormoopidae","Mormoops","Mormoops megalophylla",NA,"Lyssavirus"
"1298","HP3","Mammalia","Chiroptera","Vespertilionidae","Murina","Murina leucogaster",NA,"Lyssavirus"
"1299","HP3","Mammalia","Rodentia","Muridae","Mus","Mus musculus",NA,"Lyssavirus"
"1300","HP3","Mammalia","Rodentia","Myocastoridae","Myocastor","Myocastor coypus",NA,"Lyssavirus"
